0.001251,0.563585,0.193304,
0.808740,0.585009,0.479873,
0.350291,0.895962,0.822840,
0.746605,0.174108,0.858943,
0.710501,0.513535,0.303995,
0.014985,0.091403,0.364452,
0.147313,0.165899,0.988525,
0.445692,0.119083,0.004669,
0.008911,0.377880,0.531663,
0.571184,0.601764,0.607166,
0.166234,0.663045,0.450789,
0.352123,0.057039,0.607685,
0.783319,0.802606,0.519883,
0.301950,0.875973,0.726676,
0.955901,0.925718,0.539354,
0.142338,0.462081,0.235328,
0.862239,0.209601,0.779656,
0.843654,0.996796,0.999695,
0.611499,0.392438,0.266213,
0.297281,0.840144,0.023743,
0.375866,0.092624,0.677206,
0.056215,0.008789,0.918790,
0.275887,0.272896,0.587909,
0.691183,0.837611,0.726493,
0.484939,0.205359,0.743736,
0.468459,0.457961,0.949156,
0.744438,0.108280,0.599048,
0.385235,0.735008,0.608966,
0.572405,0.361339,0.151555,
0.225105,0.425153,0.802881,
0.517106,0.989990,0.751549,
0.345561,0.168981,0.657308,
0.491897,0.063540,0.699759,
0.504807,0.147496,0.949583,
0.141575,0.905118,0.692892,
0.303049,0.426557,0.070376,
0.966613,0.683187,0.153233,
0.877255,0.821680,0.582049,
0.191351,0.177892,0.817194,
0.475265,0.155553,0.503922,
0.732017,0.405591,0.279580,
0.568743,0.682241,0.755852,
0.721915,0.475295,0.123020,
0.367809,0.834681,0.035096,
0.517014,0.662984,0.426221,
0.104678,0.949339,0.921384,
0.549547,0.345988,0.471725,
0.374981,0.846980,0.316874,
0.456099,0.271889,0.982971,
0.297800,0.739189,0.567278,
0.195990,0.761315,0.839442,
0.397656,0.500900,0.890164,
0.027467,0.994629,0.572588,
0.050508,0.531327,0.194067,
0.843043,0.626759,0.657613,
0.197851,0.842158,0.123325,
0.109928,0.743126,0.314066,
0.941069,0.286081,0.336314,
0.140263,0.733085,0.834620,
0.707999,0.600238,0.747215,
0.252724,0.144475,0.001617,
0.061007,0.806238,0.852626,
0.210578,0.115604,0.553209,
0.014252,0.113773,0.454512,
0.752220,0.686148,0.543443,
0.073885,0.436720,0.201941,
0.696219,0.290353,0.436689,
0.232429,0.577868,0.532579,
0.628681,0.160192,0.504135,
0.963042,0.695761,0.924802,
0.189947,0.335948,0.178350,
0.995178,0.457442,0.998016,
0.097507,0.625172,0.094394,
0.437727,0.931516,0.048433,
0.894620,0.290017,0.227302,
0.769066,0.410718,0.201972,
0.628071,0.604144,0.451613,
0.466353,0.597827,0.634724,
0.854793,0.828791,0.624775,
0.720908,0.565752,0.375134,
0.184271,0.737907,0.555132,
0.905087,0.242866,0.188940,
0.604724,0.698508,0.584613,
0.351299,0.494461,0.080386,
0.740745,0.612049,0.620380,
0.691122,0.804529,0.149113,
0.576037,0.867733,0.911557,
0.614704,0.727683,0.043214,
0.667776,0.976531,0.315012,
0.569201,0.305826,0.173925,
0.108554,0.869045,0.851222,
0.744316,0.154881,0.326914,
0.079348,0.076601,0.640980,
0.820002,0.545091,0.448256,
0.408979,0.298746,0.465560,
0.501206,0.152654,0.323038,
0.737999,0.313883,0.826685,
0.959075,0.873348,0.725028,
0.300058,0.943999,0.127232,
0.065737,0.784967,0.524583,
0.609638,0.956114,0.072268,
0.875637,0.653859,0.322123,
0.104801,0.505051,0.227088,
0.290292,0.919980,0.551164,
0.662801,0.114536,0.492538,
0.379131,0.496811,0.793359,
0.509262,0.382366,0.688162,
0.532151,0.606281,0.395184,
0.005890,0.707877,0.100620,
0.623066,0.863247,0.491501,
0.747337,0.496902,0.380108,
0.785363,0.552812,0.357097,
0.955718,0.630848,0.176580,
0.374248,0.131626,0.743278,
0.951720,0.611988,0.027833,
0.329844,0.055910,0.639210,
0.131626,0.847072,0.864315,
0.596881,0.721641,0.853969,
0.014679,0.126469,0.707907,
0.617145,0.217566,0.065950,
0.168920,0.624104,0.340983,
0.319407,0.367565,0.661000,
0.802393,0.806879,0.526536,
0.611103,0.798181,0.900601,
0.144810,0.630177,0.402417,
0.253700,0.136540,0.855190,
0.066164,0.427808,0.573351,
0.302286,0.548051,0.225562,
0.311350,0.110630,0.808039,
0.134709,0.284249,0.788110,
0.895230,0.789636,0.743797,
0.615223,0.361126,0.856655,
0.228492,0.863582,0.229438,
0.249550,0.542405,0.984832,
0.053804,0.081423,0.524674,
0.426801,0.094668,0.258797,
0.891537,0.232765,0.146550,
0.125095,0.931639,0.080111,
0.047090,0.058718,0.336406,
0.914701,0.398602,0.432783,
0.946165,0.837184,0.534227,
0.842097,0.693533,0.397687,
0.259163,0.004334,0.525590,
0.954802,0.398694,0.241096,
0.585559,0.255135,0.684011,
0.945280,0.435499,0.890225,
0.007172,0.940977,0.601550,
0.786157,0.576678,0.142430,
0.222327,0.383007,0.004273,
0.417920,0.082247,0.659932,
0.855098,0.064852,0.811060,
0.662069,0.691488,0.802698,
0.530137,0.685629,0.142766,
0.689505,0.727897,0.777734,
0.031068,0.868679,0.644520,
0.706565,0.085452,0.551988,
0.947905,0.058779,0.274972,
0.145177,0.981780,0.619983,
0.292245,0.922483,0.367534,
0.694540,0.218635,0.155919,
0.240547,0.521439,0.902280,
0.106418,0.902646,0.441725,
0.080111,0.782098,0.171789,
0.974395,0.775872,0.870388,
0.210639,0.456618,0.003754,
0.750633,0.114048,0.404706,
0.311136,0.992615,0.038575,
0.252083,0.189276,0.247688,
0.153508,0.620319,0.885372,
0.939085,0.195654,0.779656,
0.645558,0.656758,0.909146,
0.455458,0.921293,0.664174,
0.150761,0.636341,0.569536,
0.422040,0.943022,0.540574,
0.578570,0.536454,0.255287,
0.396954,0.350261,0.036622,
0.795251,0.196509,0.070284,
0.389416,0.590747,0.070925,
0.197668,0.155889,0.644337,
0.454329,0.604297,0.697348,
0.441298,0.684469,0.396527,
0.835719,0.592212,0.199591,
0.949461,0.876003,0.391705,
0.987457,0.185308,0.895718,
0.574450,0.442061,0.627338,
0.708518,0.049623,0.285562,
